datetime,open,high,low,close
2023-07-07 14:30:00,44971.3,45047.4,44961.9,45044.8
2022-10-13 12:30:00,38560.9,38665.05,38482.4,38646.9
2022-08-16 10:00:00,39380.8,39406.5,39308.0,39325.6
2022-02-07 14:15:00,38016.4,38081.15,37959.35,38044.9
2022-10-27 12:00:00,41322.2,41352.9,41273.0,41299.2
2022-10-19 10:45:00,40566.4,40573.5,40526.8,40526.9
2022-12-13 10:00:00,43865.9,43891.5,43860.7,43867.1
2022-07-06 14:00:00,34274.9,34277.95,34200.0,34216.4
2023-06-19 10:30:00,43770.9,43787.7,43716.4,43739.9
2022-12-27 09:45:00,42502.5,42513.2,42394.15,42503.0
2023-05-25 14:00:00,43421.6,43517.6,43406.15,43507.5
2023-03-14 12:45:00,39480.2,39501.7,39310.4,39337.5
2023-03-23 14:30:00,39846.6,39855.9,39748.85,39779.3
2023-04-12 09:45:00,41460.0,41460.0,41413.05,41429.1
2022-06-29 11:45:00,33270.1,33331.2,33268.25,33329.3
2023-03-22 13:15:00,39957.9,39975.8,39922.95,39959.9
2022-12-14 14:30:00,44063.1,44084.15,44000.3,44015.6
2022-08-22 11:00:00,38331.6,38391.55,38285.4,38317.1
2022-07-11 14:00:00,35322.9,35451.85,35317.8,35428.9
2022-04-08 14:30:00,37743.2,37786.75,37706.15,37736.1
2023-06-26 11:45:00,43602.1,43620.5,43588.35,43612.1
2022-06-16 12:45:00,33091.9,33129.85,33022.8,33121.2
2022-06-28 11:00:00,33524.8,33572.55,33506.35,33547.2
2022-04-08 09:45:00,37540.1,37721.7,37437.2,37593.6
2023-02-06 10:00:00,41643.1,41679.85,41563.0,41611.6
2022-01-28 12:30:00,38322.2,38352.0,38201.25,38236.8
2023-05-09 10:00:00,43391.5,43418.5,43374.65,43415.4
2022-04-13 14:00:00,37576.9,37657.95,37532.9,37649.6
2023-06-13 11:30:00,44108.3,44111.5,44065.65,44084.9
2023-05-12 10:30:00,43474.8,43561.8,43474.75,43535.3
2022-12-27 09:15:00,42827.8,42919.6,42613.65,42670.1
2022-05-17 11:45:00,34130.0,34154.55,34070.95,34071.0
2022-02-22 11:15:00,37263.6,37345.5,37235.95,37319.4
2023-01-04 12:45:00,43020.2,43059.9,42958.35,42969.4
2022-04-11 09:45:00,37666.2,37759.3,37660.1,37725.7
2022-09-08 09:45:00,39929.6,39955.65,39881.85,39923.9
2022-02-07 11:45:00,38387.2,38430.1,38311.1,38399.5
2022-08-22 14:15:00,38326.4,38385.8,38314.55,38369.9
2023-01-13 13:00:00,42261.2,42339.95,42241.35,42338.4
2023-03-16 11:45:00,39059.9,39086.5,38904.0,38938.1
2023-01-16 11:45:00,42410.2,42410.95,42336.6,42362.6
2022-05-26 10:45:00,34501.1,34502.4,34424.75,34467.7
2022-09-09 11:30:00,40597.5,40600.15,40524.15,40540.6
2023-01-10 10:45:00,42091.9,42151.35,42068.8,42143.2
2023-02-07 10:45:00,41478.6,41517.9,41453.05,41471.8
2023-07-18 11:00:00,45731.7,45840.05,45730.45,45838.6
2022-09-07 09:15:00,39337.8,39498.25,39306.35,39408.6
2023-07-07 11:00:00,44988.4,45000.75,44939.9,44992.9
2022-11-22 11:15:00,42369.9,42382.05,42356.95,42371.4
2023-04-06 11:30:00,41231.8,41249.75,41152.25,41166.6
2022-09-16 13:15:00,40864.4,40888.25,40764.15,40873.1
2022-02-18 11:00:00,37507.8,37615.85,37506.05,37610.2
2022-09-21 13:30:00,41082.4,41230.35,41068.25,41195.4
2023-04-17 11:45:00,42088.1,42124.05,42053.55,42083.5
2022-08-11 13:30:00,38837.2,38888.1,38813.05,38867.4
2022-11-22 13:15:00,42408.4,42439.75,42406.55,42434.1
2023-01-20 09:15:00,42516.1,42576.25,42366.15,42553.4
2022-08-25 13:30:00,39411.2,39439.4,39398.3,39429.9
2022-03-29 14:00:00,35628.4,35712.0,35626.55,35679.5
2022-02-21 09:30:00,37244.1,37300.1,37156.8,37255.0
2022-06-23 13:15:00,32705.3,32753.55,32666.35,32707.5
2022-02-11 14:00:00,38719.4,38719.35,38528.75,38599.9
2023-05-16 09:45:00,43964.4,44048.25,43943.45,44013.4
2022-03-11 12:15:00,34603.1,34670.3,34562.05,34562.1
2023-03-22 09:45:00,39993.4,40032.6,39941.35,39961.7
2022-11-22 10:00:00,42386.4,42413.05,42357.5,42384.6
2022-06-13 14:00:00,33252.8,33301.9,33210.35,33235.9
2022-07-01 12:15:00,33316.4,33350.1,33311.95,33311.9
2022-05-04 11:45:00,36083.0,36121.25,36059.25,36076.8
2022-03-21 13:15:00,35948.2,35982.6,35911.7,35939.6
2023-01-05 12:00:00,42620.1,42649.9,42570.45,42623.4
2023-05-05 14:00:00,43017.6,43058.65,42946.7,42996.4
2022-11-04 09:30:00,41467.4,41516.2,41246.1,41280.9
2022-04-26 13:45:00,36480.5,36532.55,36472.75,36479.4
2023-06-30 13:45:00,44748.2,44787.1,44726.7,44769.2
2023-06-22 11:45:00,43933.4,43936.45,43896.4,43905.4
2022-11-09 10:15:00,41781.6,41822.0,41766.25,41810.6
2022-10-11 09:45:00,38955.6,38966.35,38824.8,38840.6
